Name,Country,lat,lng,Average_Score,Num_of_Reviews,total_stay_duration,business_trips,couples_stay,pet_stay,family_with_older_stays,family_with_younger_stays,solo_stays,group_stays,resident_stays,positive_minus_negative_word_count,Complains_Breakfast,Complains_Price,Positives_Clean,Positives_Location,Avg_Stay_Duration,Businesses_100m,Businesses_1km,Businesses_5km
Intercontinental London The O2, United Kingdom ,51.5024348,-0.0002497,9.4,2551,3087,0.0423363386907095,0.629949039592317,0.000392003136025088,0.0333202665621325,0.111328890631125,0.0834966679733438,0.139161113288906,0.924735397883183,9880,0.0897687181497452,0.0595844766758134,0.101920815366523,0.179929439435515,1.21011368090945,1,111,3400
InterContinental Paris Avenue Marceau, France ,48.8706373,2.2982095,7.9,45,107,0.222222222222222,0.355555555555556,0,0.0888888888888889,0.155555555555556,0.311111111111111,0.0888888888888889,0.0222222222222222,-80,0.0666666666666667,0,0.0444444444444444,0.6,2.37777777777778,27,1900,20000
InterContinental Paris Le Grand, France ,48.8708391,2.3303651,8.8,150,420,0.173333333333333,0.466666666666667,0,0.08,0.146666666666667,0.186666666666667,0.12,0.02,116,0.0333333333333333,0.0133333333333333,0.04,0.34,2.8,36,3700,29900
InterContinental Wien, Austria ,48.2019865,16.3789934,8.1,142,381,0.225352112676056,0.408450704225352,0,0.0985915492957746,0.147887323943662,0.246478873239437,0.0915492957746479,0.028169014084507,-467,0.0774647887323944,0.0352112676056338,0.0492957746478873,0.436619718309859,2.6830985915493,6,2000,10000
Jaz Amsterdam, Netherland ,52.314371,4.9388064,8.9,1157,2540,0.178910976663786,0.519446845289542,0.000864304235090752,0.0190146931719965,0.0527225583405359,0.244598098530683,0.158167675021608,0,8189,0.140881590319793,0.0319792566983578,0.144338807260156,0.185825410544512,2.19533275713051,4,109,4000
JUFA Hotel Wien, Austria ,48.1756283,16.4200957,8.5,431,889,0.164733178654292,0.262180974477958,0.00232018561484919,0.0928074245939675,0.364269141531323,0.150812064965197,0.129930394431555,0.037122969837587,174,0.0533642691415313,0.0301624129930394,0.276102088167053,0.111368909512761,2.06264501160093,1,115,3100
Jumeirah Carlton Tower, United Kingdom ,51.4973568,-0.1576728,8.6,76,239,0.197368421052632,0.394736842105263,0,0.0526315789473684,0.118421052631579,0.302631578947368,0.131578947368421,0.25,-359,0.0921052631578947,0.0263157894736842,0.118421052631579,0.342105263157895,3.14473684210526,5,786,19300
Jumeirah Lowndes Hotel, United Kingdom ,51.4993652,-0.1576613,8.6,184,512,0.16304347826087,0.407608695652174,0.00543478260869565,0.0326086956521739,0.141304347826087,0.25,0.16304347826087,0.331521739130435,-89,0.0869565217391304,0.0652173913043478,0.0760869565217391,0.391304347826087,2.78260869565217,18,868,19400
K K H tel Cayr Saint Germain des Pr s, France ,48.8553117,2.3254628,8.4,326,964,0.177914110429448,0.478527607361963,0.00920245398773006,0.0245398773006135,0.134969325153374,0.217791411042945,0.128834355828221,0.0184049079754601,150,0.0889570552147239,0.0306748466257669,0.150306748466258,0.515337423312883,2.95705521472393,48,2500,29300
K K Hotel George, United Kingdom ,51.4918878,-0.1949706,8.5,566,1499,0.204946996466431,0.386925795053004,0.00530035335689046,0.106007067137809,0.113074204946996,0.23321554770318,0.157243816254417,0.443462897526502,1254,0.113074204946996,0.0247349823321555,0.18904593639576,0.45583038869258,2.64840989399293,24,861,10500
K K Hotel Maria Theresia, Austria ,48.2031622,16.3561999,8.7,564,1741,0.131205673758865,0.468085106382979,0.00354609929078014,0.0691489361702128,0.109929078014184,0.179078014184397,0.170212765957447,0.0195035460992908,2755,0.0709219858156028,0.0177304964539007,0.180851063829787,0.485815602836879,3.08687943262411,57,2300,10400
K K Hotel Picasso, Spain ,41.3866227,2.1840722,8.9,434,1439,0.0921658986175115,0.640552995391705,0,0.0391705069124424,0.101382488479263,0.124423963133641,0.0898617511520737,0.0184331797235023,4450,0.110599078341014,0.0253456221198157,0.147465437788018,0.546082949308756,3.31566820276498,28,2200,13100
K K Palais Hotel, Austria ,48.2138096,16.3714293,8.6,228,670,0.105263157894737,0.478070175438596,0.0043859649122807,0.0526315789473684,0.149122807017544,0.12280701754386,0.184210526315789,0.0175438596491228,975,0.157894736842105,0.0219298245614035,0.140350877192982,0.442982456140351,2.93859649122807,36,2400,10300
K West Hotel Spa, United Kingdom ,51.5013149,-0.2174459,8.4,762,1379,0.188976377952756,0.565616797900262,0.00131233595800525,0.031496062992126,0.0603674540682415,0.211286089238845,0.127296587926509,0.825459317585302,-2014,0.0905511811023622,0.0459317585301837,0.111548556430446,0.194225721784777,1.80971128608924,3,673,7500
Karma Sanctum Soho Hotel, United Kingdom ,51.5116049,-0.1383145,8.1,193,274,0.124352331606218,0.642487046632124,0,0.0103626943005181,0.0518134715025907,0.160621761658031,0.134715025906736,0.735751295336788,-1651,0.0725388601036269,0.0259067357512953,0.0259067357512953,0.476683937823834,1.41968911917098,127,4400,20300
Kensington House Hotel, United Kingdom ,51.5012329,-0.1859937,8.2,269,448,0.223048327137546,0.565055762081784,0,0.00371747211895911,0.0446096654275093,0.327137546468401,0.0594795539033457,0.680297397769517,262,0.234200743494424,0.0148698884758364,0.182156133828996,0.479553903345725,1.66542750929368,5,1200,12500
Kingsway Hall Hotel, United Kingdom ,51.5158643,-0.1200625,8.5,683,1333,0.121522693997072,0.641288433382138,0,0.04099560761347,0.0775988286969253,0.146412884333821,0.0937042459736457,0.774524158125915,-2202,0.114202049780381,0.04099560761347,0.140556368960469,0.459736456808199,1.95168374816984,47,3200,21600
Klima Hotel Milano Fiere, Italy ,45.5147974,9.116606,8.3,109,205,0.357798165137615,0.321100917431193,0,0.036697247706422,0.211009174311927,0.311926605504587,0.0917431192660551,0.137614678899083,-1059,0.119266055045872,0.036697247706422,0.220183486238532,0.128440366972477,1.88073394495413,1,19,1800
Knightsbridge Hotel, United Kingdom ,51.4980052,-0.1643238,9.1,173,442,0.132947976878613,0.479768786127168,0,0.046242774566474,0.0982658959537572,0.30635838150289,0.069364161849711,0.329479768786127,126,0.0982658959537572,0.046242774566474,0.0982658959537572,0.294797687861272,2.55491329479769,51,780,18900
Kube Hotel Ice Bar, France ,48.88657,2.3588332,7.2,19,48,0.368421052631579,0.526315789473684,0,0.0526315789473684,0,0.210526315789474,0.210526315789474,0,-447,0.157894736842105,0,0.105263157894737,0.0526315789473684,2.52631578947368,11,1100,28000
L Edmond H tel, France ,48.8823111,2.3132374,8.2,20,78,0.3,0.45,0,0,0.25,0.15,0.15,0.05,127,0.05,0,0.05,0.5,3.9,32,2000,26500
L Empire Paris, France ,48.8607764,2.3427564,8.6,119,314,0.159663865546218,0.470588235294118,0.0252100840336134,0.0420168067226891,0.19327731092437,0.134453781512605,0.151260504201681,0.00840336134453781,611,0.0840336134453782,0.00840336134453781,0.117647058823529,0.521008403361345,2.63865546218487,246,5300,30100
L H tel, France ,48.8562272,2.3351758,8.8,79,164,0.10126582278481,0.734177215189873,0.0126582278481013,0.0126582278481013,0.0253164556962025,0.164556962025316,0.0632911392405063,0.0126582278481013,679,0.113924050632911,0.0253164556962025,0.0253164556962025,0.253164556962025,2.07594936708861,28,3800,30200
L Hotel Pergol se Paris, France ,48.8756618,2.2863468,8.2,195,495,0.271794871794872,0.487179487179487,0,0.041025641025641,0.117948717948718,0.297435897435897,0.0512820512820513,0.0461538461538462,241,0.0923076923076923,0.0512820512820513,0.164102564102564,0.507692307692308,2.53846153846154,29,1200,15000
La Chambre du Marais, France ,48.8636168,2.3607998,9.4,88,180,0.25,0.397727272727273,0,0.0227272727272727,0.0795454545454545,0.397727272727273,0.102272727272727,0.0340909090909091,1040,0.0340909090909091,0.0113636363636364,0.25,0.454545454545455,2.04545454545455,31,4300,28200
La Clef Tour Eiffel, France ,48.8647019,2.2886425,9,315,1052,0.114285714285714,0.565079365079365,0,0.0603174603174603,0.152380952380952,0.158730158730159,0.0603174603174603,0.0253968253968254,1858,0.0984126984126984,0.0285714285714286,0.149206349206349,0.498412698412698,3.33968253968254,29,1200,15800
La Maison Champs Elys es, France ,48.866676,2.3089908,8.8,79,216,0.139240506329114,0.556962025316456,0,0.0506329113924051,0.139240506329114,0.20253164556962,0.0506329113924051,0.0253164556962025,344,0.0506329113924051,0.0379746835443038,0.0759493670886076,0.468354430379747,2.73417721518987,8,2000,25200
La Maison Favart, France ,48.870808,2.3372737,9.2,127,355,0.141732283464567,0.511811023622047,0,0.078740157480315,0.149606299212598,0.188976377952756,0.062992125984252,0.015748031496063,1998,0.094488188976378,0.015748031496063,0.110236220472441,0.409448818897638,2.79527559055118,23,4800,30300
La Suite West Hyde Park, United Kingdom ,51.5126758,-0.1867828,8,292,659,0.215753424657534,0.565068493150685,0,0.0376712328767123,0.0513698630136986,0.226027397260274,0.116438356164384,0.513698630136986,-2296,0.0787671232876712,0.0171232876712329,0.106164383561644,0.335616438356164,2.25684931506849,66,963,12200
La Tremoille Paris, France ,48.8668589,2.3028215,8.5,76,253,0.131578947368421,0.447368421052632,0.0131578947368421,0.0921052631578947,0.197368421052632,0.184210526315789,0.0789473684210526,0.0263157894736842,14,0.157894736842105,0.0394736842105263,0.0394736842105263,0.565789473684211,3.32894736842105,46,2100,22400
La Villa des Ternes, France ,48.8803479,2.2858242,8.6,144,380,0.277777777777778,0.548611111111111,0,0.00694444444444444,0.0486111111111111,0.319444444444444,0.0763888888888889,0.0555555555555556,1140,0.118055555555556,0.0486111111111111,0.340277777777778,0.465277777777778,2.63888888888889,21,1400,14700
La Villa Haussmann, France ,48.8753446,2.3167161,9.2,41,109,0.24390243902439,0.682926829268293,0.024390243902439,0,0,0.24390243902439,0.0731707317073171,0.024390243902439,-72,0.121951219512195,0.024390243902439,0.195121951219512,0.268292682926829,2.65853658536585,38,2200,27500
La Villa Maillot, France ,48.875551,2.2835191,8.9,77,202,0.324675324675325,0.38961038961039,0.038961038961039,0.0649350649350649,0.0909090909090909,0.350649350649351,0.0909090909090909,0.025974025974026,701,0.155844155844156,0.0909090909090909,0.194805194805195,0.272727272727273,2.62337662337662,19,962,14100
La Villa Royale, France ,48.8821595,2.3367444,8.1,76,232,0.118421052631579,0.565789473684211,0,0.0263157894736842,0.0657894736842105,0.289473684210526,0.0394736842105263,0.0526315789473684,398,0.0394736842105263,0.0263157894736842,0.105263157894737,0.315789473684211,3.05263157894737,63,4000,30100
LaGare Hotel Milano Centrale MGallery by Sofitel, Italy ,45.484237,9.198858,8.7,499,1147,0.172344689378758,0.575150300601202,0.00601202404809619,0.0380761523046092,0.0741482965931864,0.212424849699399,0.100200400801603,0.0240480961923848,-787,0.094188376753507,0.030060120240481,0.208416833667335,0.284569138276553,2.29859719438878,27,1000,10800
Lancaster London, United Kingdom ,51.5119446,-0.179939,8.3,651,1416,0.178187403993856,0.513056835637481,0.00307219662058372,0.0599078341013825,0.0829493087557604,0.19815668202765,0.145929339477727,0.625192012288787,-1304,0.0967741935483871,0.0337941628264209,0.0952380952380952,0.380952380952381,2.17511520737327,8,887,14800
Landmark London, United Kingdom ,51.519016,-0.166267,9,405,942,0.125925925925926,0.446913580246914,0,0.0296296296296296,0.276543209876543,0.182716049382716,0.0641975308641975,0.612345679012346,2034,0.0987654320987654,0.0493827160493827,0.0740740740740741,0.217283950617284,2.32592592592593,15,809,18300
Lansbury Heritage Hotel, United Kingdom ,51.5090985,-0.0157302,9.4,40,59,0.425,0.325,0,0,0.05,0.475,0.125,0.775,297,0.1,0,0.175,0.075,1.475,0,433,4300
Le 123 Elysees Astotel, France ,48.8730823,2.309659,9.2,53,147,0.113207547169811,0.584905660377358,0,0,0.188679245283019,0.150943396226415,0.0754716981132075,0.0188679245283019,939,0.0943396226415094,0.0377358490566038,0.169811320754717,0.415094339622642,2.77358490566038,49,2100,25500
Le 123 S bastopol Astotel, France ,48.8675886,2.3531018,9.3,130,381,0.146153846153846,0.553846153846154,0,0.0384615384615385,0.138461538461538,0.161538461538462,0.0923076923076923,0.00769230769230769,1946,0.0692307692307692,0.00769230769230769,0.169230769230769,0.253846153846154,2.93076923076923,14,4900,28900
Le 7 Eiffel Hotel, France ,48.8585193,2.3077243,8.5,76,180,0.0921052631578947,0.565789473684211,0,0.0526315789473684,0.0657894736842105,0.197368421052632,0.105263157894737,0.0526315789473684,142,0.105263157894737,0.0131578947368421,0.131578947368421,0.592105263157895,2.36842105263158,33,1600,24800
Le A, France ,48.8723844,2.3088663,8.9,91,296,0.0989010989010989,0.450549450549451,0,0.043956043956044,0.21978021978022,0.131868131868132,0.153846153846154,0.032967032967033,885,0.043956043956044,0.032967032967033,0.164835164835165,0.472527472527473,3.25274725274725,67,2100,25100
Le Belmont Champs Elys es, France ,48.8691984,2.2979052,8.3,83,218,0.144578313253012,0.506024096385542,0,0.0602409638554217,0.144578313253012,0.156626506024096,0.132530120481928,0.0481927710843374,-293,0.108433734939759,0.0602409638554217,0.0963855421686747,0.542168674698795,2.62650602409639,30,2000,19900
Le Burgundy Paris, France ,48.8680055,2.3260075,9.1,161,463,0.186335403726708,0.496894409937888,0.0062111801242236,0.0745341614906832,0.15527950310559,0.173913043478261,0.093167701863354,0.0186335403726708,185,0.0807453416149068,0.0186335403726708,0.124223602484472,0.459627329192547,2.87577639751553,55,2800,29400
Le Cinq Codet, France ,48.8547869,2.3084819,9,257,617,0.175097276264591,0.603112840466926,0.00389105058365759,0.0272373540856031,0.0778210116731518,0.22568093385214,0.0622568093385214,0.0389105058365759,158,0.0856031128404669,0.0311284046692607,0.132295719844358,0.284046692607004,2.40077821011673,23,1200,25000
Le Dokhan s a Tribute Portfolio Hotel, France ,48.8663359,2.2867935,7.9,68,160,0.25,0.529411764705882,0.0147058823529412,0.0588235294117647,0.0882352941176471,0.25,0.0735294117647059,0.0441176470588235,-181,0.0882352941176471,0.0735294117647059,0.0588235294117647,0.323529411764706,2.35294117647059,30,1300,15200
Le G n ral H tel, France ,48.8662695,2.3668616,9.1,122,289,0.147540983606557,0.377049180327869,0.00819672131147541,0.00819672131147541,0.245901639344262,0.254098360655738,0.114754098360656,0.0327868852459016,1806,0.114754098360656,0.0491803278688525,0.237704918032787,0.311475409836066,2.36885245901639,50,3500,26900
Le Grand H tel de Normandie, France ,48.8759461,2.3270955,7.5,30,66,0.3,0.133333333333333,0,0,0.3,0.3,0.266666666666667,0.0333333333333333,-699,0.233333333333333,0.0666666666666667,0.0666666666666667,0.533333333333333,2.2,72,3500,29600
Le Grey Hotel, France ,48.881407,2.3274204,9,76,232,0.223684210526316,0.328947368421053,0,0.0921052631578947,0.131578947368421,0.302631578947368,0.131578947368421,0.0263157894736842,506,0.0921052631578947,0,0.223684210526316,0.263157894736842,3.05263157894737,26,3100,29500
Le Lavoisier, France ,48.8737702,2.3201063,8,12,32,0.166666666666667,0.5,0,0,0,0.25,0.25,0.0833333333333333,-110,0.0833333333333333,0,0,0.333333333333333,2.66666666666667,31,2400,28500
Le Littr , France ,48.8454447,2.3242814,8.6,44,141,0.113636363636364,0.386363636363636,0,0.0227272727272727,0.295454545454545,0.113636363636364,0.181818181818182,0.0227272727272727,208,0.136363636363636,0,0.181818181818182,0.25,3.20454545454545,29,2300,29200
Le M ridien Barcelona, Spain ,41.3837453,2.171014,8.2,118,364,0.0847457627118644,0.372881355932203,0.00847457627118644,0.0932203389830508,0.245762711864407,0.144067796610169,0.135593220338983,0,-626,0.0254237288135593,0.0254237288135593,0.101694915254237,0.474576271186441,3.08474576271186,81,4200,13800
Le M ridien Etoile, France ,48.8794646,2.2849548,8,91,264,0.538461538461538,0.32967032967033,0,0.021978021978022,0.10989010989011,0.450549450549451,0.0879120879120879,0.0659340659340659,-418,0.0769230769230769,0.010989010989011,0.0989010989010989,0.296703296703297,2.9010989010989,23,1200,14400
Le Marceau Bastille, France ,48.8490691,2.3697484,8.6,150,370,0.226666666666667,0.546666666666667,0,0.04,0.0466666666666667,0.28,0.0866666666666667,0.06,380,0.1,0.02,0.28,0.24,2.46666666666667,11,2400,25900
Le Marcel, France ,48.8761376,2.3572681,8.5,72,146,0.152777777777778,0.555555555555556,0,0.0416666666666667,0.0555555555555556,0.263888888888889,0.0833333333333333,0.0555555555555556,535,0.0416666666666667,0,0.25,0.416666666666667,2.02777777777778,42,2800,28500
Le Marquis Eiffel, France ,48.8516619,2.2979395,8.8,121,287,0.181818181818182,0.487603305785124,0.00826446280991736,0.0413223140495868,0.132231404958678,0.239669421487603,0.0909090909090909,0.0330578512396694,1168,0.165289256198347,0.0578512396694215,0.223140495867769,0.421487603305785,2.37190082644628,10,1400,19900
Le Mathurin Hotel Spa, France ,48.8732068,2.3239015,8.6,158,362,0.30379746835443,0.40506329113924,0,0.0253164556962025,0.069620253164557,0.379746835443038,0.107594936708861,0.0379746835443038,435,0.10126582278481,0.0569620253164557,0.145569620253165,0.379746835443038,2.29113924050633,54,2800,29100
Le Meridien Piccadilly, United Kingdom ,51.5094835,-0.1362538,7.6,260,577,0.161538461538462,0.396153846153846,0,0.111538461538462,0.176923076923077,0.192307692307692,0.115384615384615,0.503846153846154,-3939,0.1,0.0384615384615385,0.0307692307692308,0.473076923076923,2.21923076923077,85,4600,20400
Le Meridien Vienna, Austria ,48.2027296,16.3661211,8.3,508,1446,0.127952755905512,0.47244094488189,0.00590551181102362,0.0846456692913386,0.18503937007874,0.147637795275591,0.106299212598425,0.0118110236220472,-4269,0.0885826771653543,0.0255905511811024,0.0610236220472441,0.52755905511811,2.84645669291339,15,2900,10300
Le Metropolitan a Tribute Portfolio Hotel, France ,48.8656973,2.2829776,8.3,66,156,0.212121212121212,0.575757575757576,0,0.0606060606060606,0.121212121212121,0.212121212121212,0.0303030303030303,0.0151515151515152,87,0.227272727272727,0.0606060606060606,0.0606060606060606,0.484848484848485,2.36363636363636,32,1000,14000
Le Meurice, France ,48.8653685,2.328218,9.3,40,109,0.2,0.5,0.025,0,0.075,0.325,0.1,0.025,260,0.05,0,0.075,0.2,2.725,37,3400,29700
Le Narcisse Blanc Spa, France ,48.8605125,2.3106533,9.5,57,159,0.105263157894737,0.736842105263158,0,0.0175438596491228,0.0701754385964912,0.105263157894737,0.0701754385964912,0.0526315789473684,875,0.087719298245614,0.087719298245614,0.105263157894737,0.298245614035088,2.78947368421053,23,1700,25900
Le Parisis Paris Tour Eiffel, France ,48.8494851,2.2955063,8.6,428,1003,0.088785046728972,0.60981308411215,0,0.0350467289719626,0.0957943925233645,0.142523364485981,0.11214953271028,0.0186915887850467,2434,0.0934579439252336,0.0490654205607477,0.19392523364486,0.327102803738318,2.34345794392523,21,1300,18800
Le Pavillon de la Reine Spa, France ,48.8562725,2.3660412,9.2,119,360,0.0756302521008403,0.529411764705882,0.00840336134453781,0.117647058823529,0.126050420168067,0.151260504201681,0.0756302521008403,0,1499,0.0840336134453782,0.092436974789916,0.0504201680672269,0.495798319327731,3.02521008403361,29,3300,27100
Le Pavillon des Lettres, France ,48.8713699,2.3181191,9,40,112,0.125,0.55,0,0.05,0.1,0.125,0.175,0.025,355,0.1,0.025,0.075,0.475,2.8,40,2200,28000
Le Pigalle Hotel, France ,48.8816073,2.3371648,9,42,88,0.285714285714286,0.571428571428571,0,0.0238095238095238,0,0.238095238095238,0.166666666666667,0.0476190476190476,351,0.119047619047619,0,0.0238095238095238,0.0714285714285714,2.0952380952381,79,4100,30100
Le Pradey, France ,48.8645309,2.3315532,8.8,59,160,0.169491525423729,0.491525423728814,0,0.0677966101694915,0.169491525423729,0.169491525423729,0.101694915254237,0.0169491525423729,508,0.186440677966102,0.0338983050847458,0.135593220338983,0.610169491525424,2.71186440677966,109,4100,30000
Le Relais M dicis, France ,48.8497618,2.3392336,8.3,30,96,0.333333333333333,0.366666666666667,0,0,0.0666666666666667,0.466666666666667,0.1,0.0333333333333333,-18,0.3,0,0.0666666666666667,0.433333333333333,3.2,49,3100,30200
Le Relais Madeleine, France ,48.870961,2.3267678,8.7,87,237,0.183908045977011,0.390804597701149,0,0.0459770114942529,0.218390804597701,0.275862068965517,0.0689655172413793,0,429,0.103448275862069,0,0.149425287356322,0.528735632183908,2.72413793103448,93,3100,29500
Le Relais Montmartre, France ,48.8854538,2.3335809,9.3,182,454,0.0934065934065934,0.653846153846154,0.00549450549450549,0.043956043956044,0.043956043956044,0.131868131868132,0.126373626373626,0.021978021978022,2636,0.0604395604395604,0.021978021978022,0.236263736263736,0.543956043956044,2.49450549450549,64,3100,29800
Le Roch Hotel Spa, France ,48.8661991,2.3328826,9,23,51,0.304347826086957,0.478260869565217,0.0869565217391304,0,0.173913043478261,0.217391304347826,0.130434782608696,0.130434782608696,267,0.173913043478261,0,0.0434782608695652,0.434782608695652,2.21739130434783,65,4100,30100
Le Saint Hotel Paris, France ,48.8565421,2.3303504,8.8,42,110,0.166666666666667,0.5,0,0.0238095238095238,0.119047619047619,0.30952380952381,0.0476190476190476,0,25,0.0476190476190476,0,0,0.476190476190476,2.61904761904762,23,3300,29900
Le Senat, France ,48.8491427,2.3397118,8.3,120,376,0.166666666666667,0.483333333333333,0,0.0583333333333333,0.125,0.2,0.133333333333333,0.025,542,0.141666666666667,0.0333333333333333,0.133333333333333,0.508333333333333,3.13333333333333,53,3100,30200
Le Tourville Eiffel, France ,48.8542681,2.3078116,8.8,140,359,0.114285714285714,0.478571428571429,0.0142857142857143,0.0928571428571429,0.164285714285714,0.207142857142857,0.0571428571428571,0.0142857142857143,1013,0.0428571428571429,0.0214285714285714,0.135714285714286,0.471428571428571,2.56428571428571,25,1300,24800
Le Tsuba Hotel, France ,48.8777621,2.293177,9.3,57,148,0.315789473684211,0.43859649122807,0.0175438596491228,0,0.157894736842105,0.298245614035088,0.105263157894737,0.0526315789473684,649,0.105263157894737,0,0.175438596491228,0.385964912280702,2.59649122807018,24,1700,17700
Legend Saint Germain by Elegancia, France ,48.8453774,2.3256427,8.9,78,182,0.128205128205128,0.628205128205128,0,0.0384615384615385,0.0512820512820513,0.205128205128205,0.0769230769230769,0,673,0.0384615384615385,0.0256410256410256,0.179487179487179,0.358974358974359,2.33333333333333,31,2400,29300
Leonardo Hotel Milan City Center, Italy ,45.482442,9.1756982,8.2,135,346,0.192592592592593,0.459259259259259,0.00740740740740741,0.0296296296296296,0.177777777777778,0.207407407407407,0.118518518518519,0.0592592592592593,-635,0.0888888888888889,0.0296296296296296,0.207407407407407,0.162962962962963,2.56296296296296,20,732,10500
Leonardo Hotel Vienna, Austria ,48.1945297,16.340327,8.1,728,1976,0.142857142857143,0.465659340659341,0.00137362637362637,0.0480769230769231,0.135989010989011,0.173076923076923,0.173076923076923,0.0480769230769231,-4324,0.081043956043956,0.043956043956044,0.201923076923077,0.45467032967033,2.71428571428571,10,1000,9700
Les Jardins De La Villa Spa, France ,48.8801757,2.2859534,8.8,108,255,0.324074074074074,0.398148148148148,0.00925925925925926,0.0740740740740741,0.0462962962962963,0.361111111111111,0.111111111111111,0.0648148148148148,1066,0.111111111111111,0.00925925925925926,0.194444444444444,0.259259259259259,2.36111111111111,21,1400,14700
Les Jardins Du Marais, France ,48.8605219,2.3680239,8.1,156,411,0.134615384615385,0.525641025641026,0,0.032051282051282,0.0769230769230769,0.237179487179487,0.121794871794872,0.032051282051282,-1232,0.115384615384615,0.0641025641025641,0.0833333333333333,0.378205128205128,2.63461538461538,53,3600,26600
Les Matins de Paris Spa, France ,48.878932,2.3394182,8.6,63,186,0.142857142857143,0.555555555555556,0,0.0476190476190476,0.0634920634920635,0.222222222222222,0.111111111111111,0.0634920634920635,-163,0.111111111111111,0.0158730158730159,0.26984126984127,0.396825396825397,2.95238095238095,81,4700,30100
Les Plumes Hotel, France ,48.8766269,2.3432886,8.8,113,298,0.0973451327433628,0.601769911504425,0,0.0353982300884956,0.0530973451327434,0.132743362831858,0.176991150442478,0.00884955752212389,996,0.141592920353982,0.00884955752212389,0.141592920353982,0.389380530973451,2.63716814159292,55,4800,30000
LHP Hotel Napoleon, Italy ,45.4802415,9.2131919,8.3,81,222,0.271604938271605,0.444444444444444,0,0.0617283950617284,0.0987654320987654,0.296296296296296,0.0987654320987654,0.037037037037037,180,0.135802469135802,0.0246913580246914,0.197530864197531,0.530864197530864,2.74074074074074,13,1200,9500
Lindner Hotel Am Belvedere, Austria ,48.1955998,16.3826989,8.4,84,192,0.392857142857143,0.357142857142857,0,0.0476190476190476,0.119047619047619,0.297619047619048,0.178571428571429,0.0476190476190476,-1124,0.142857142857143,0.0952380952380952,0.130952380952381,0.273809523809524,2.28571428571429,3,874,9500
Little Palace Hotel, France ,48.8675674,2.3539896,8.2,303,799,0.138613861386139,0.448844884488449,0,0.0495049504950495,0.105610561056106,0.201320132013201,0.181518151815182,0.0165016501650165,304,0.0825082508250825,0.0297029702970297,0.201320132013201,0.504950495049505,2.63696369636964,22,4900,28800
London Bridge Hotel, United Kingdom ,51.5052188,-0.088166,8.7,167,242,0.191616766467066,0.622754491017964,0.00598802395209581,0.0179640718562874,0.0718562874251497,0.215568862275449,0.0658682634730539,0.766467065868264,-23,0.101796407185629,0.0479041916167665,0.0958083832335329,0.467065868263473,1.44910179640719,39,1700,16600
London City Suites, United Kingdom ,51.5206309,-0.0915341,8.9,740,1268,0.163513513513514,0.609459459459459,0,0.0283783783783784,0.0486486486486487,0.22972972972973,0.0810810810810811,0.652702702702703,2398,0.0824324324324324,0.0405405405405405,0.12972972972973,0.227027027027027,1.71351351351351,15,1700,18000
London Elizabeth Hotel, United Kingdom ,51.5120219,-0.1762414,7,236,504,0.25,0.436440677966102,0.00423728813559322,0.038135593220339,0.139830508474576,0.258474576271186,0.11864406779661,0.614406779661017,-3334,0.313559322033898,0.0254237288135593,0.0932203389830508,0.521186440677966,2.13559322033898,10,709,15600
London Hilton on Park Lane, United Kingdom ,51.5055513,-0.1501698,7.8,331,749,0.241691842900302,0.444108761329305,0.00604229607250755,0.0483383685800604,0.0996978851963746,0.293051359516616,0.114803625377644,0.510574018126888,-3364,0.0694864048338369,0.0392749244712991,0.054380664652568,0.368580060422961,2.26283987915408,17,2200,19800
London Marriott Hotel County Hall, United Kingdom ,51.5016102,-0.1191545,8.5,233,482,0.0686695278969957,0.44206008583691,0,0.0472103004291846,0.304721030042918,0.11587982832618,0.0901287553648069,0.583690987124464,-895,0.158798283261803,0.0343347639484979,0.0686695278969957,0.356223175965665,2.068669527897,16,2500,21700
London Marriott Hotel Grosvenor Square, United Kingdom ,51.511579,-0.1500193,7.9,256,787,0.2265625,0.44921875,0,0.046875,0.1875,0.23046875,0.0859375,0.41015625,-3948,0.1328125,0.02734375,0.0625,0.484375,3.07421875,19,2200,19800
London Marriott Hotel Kensington, United Kingdom ,51.4944849,-0.1884174,8,189,531,0.126984126984127,0.396825396825397,0,0.0899470899470899,0.264550264550265,0.132275132275132,0.105820105820106,0.523809523809524,-1104,0.121693121693122,0.0317460317460317,0.126984126984127,0.333333333333333,2.80952380952381,10,909,11800
London Marriott Hotel Marble Arch, United Kingdom ,51.5163841,-0.1635764,8.2,480,1399,0.0645833333333333,0.183333333333333,0.00208333333333333,0.145833333333333,0.410416666666667,0.08125,0.172916666666667,0.470833333333333,-218,0.0895833333333333,0.0270833333333333,0.09375,0.283333333333333,2.91458333333333,22,869,18800
London Marriott Hotel Park Lane, United Kingdom ,51.5131428,-0.1576714,8.8,78,340,0.128205128205128,0.397435897435897,0,0.0769230769230769,0.294871794871795,0.205128205128205,0.0256410256410256,0.115384615384615,-389,0.0769230769230769,0.0384615384615385,0.102564102564103,0.461538461538462,4.35897435897436,24,1500,19300
London Marriott Hotel Regents Park, United Kingdom ,51.5421476,-0.1703073,8.3,752,1587,0.0691489361702128,0.224734042553191,0.00132978723404255,0.139627659574468,0.397606382978723,0.0811170212765957,0.155585106382979,0.708776595744681,-4095,0.125,0.0598404255319149,0.111702127659574,0.190159574468085,2.11037234042553,2,481,16300
